bundle_count,schema_valid_count,schema_valid_rate,projection_plan_present_count,projection_plan_present_rate,budget_witness_present_count,budget_witness_present_rate,materialized_context_present_count,materialized_context_present_rate,metric_bridge_witness_present_count,metric_bridge_witness_present_rate,claim_ledger_present_count,claim_ledger_present_rate,selected_evidence_ids_present_count,selected_evidence_ids_present_rate,excluded_evidence_ids_present_count,excluded_evidence_ids_present_rate,materialization_order_present_count,materialization_order_present_rate,downstream_prompt_hash_present_count,downstream_prompt_hash_present_rate,model_snapshot_endpoint_present_count,model_snapshot_endpoint_present_rate,raw_response_stored_false_count,raw_response_stored_false_rate,replay_reconstruction_pass_count,replay_reconstruction_pass_rate,claim_boundary_consistency_count,claim_boundary_consistency_rate,denied_claim_leakage_count,supporting_artifact_count,supporting_artifact_exists_count,supporting_artifact_exists_rate
1,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,1,1.0,0,23,23,1.0
